Date,index,Store,Dept,Weekly_Sales,IsHoliday_x,rolling_12w,rolling_std_12w,week_of_year,trend,seasonal,residual,Weekly_Sales_log,Weekly_Sales_diff,lag_1,lag_2,lag_3,lag_4,rolling_mean_4,rolling_std_4,rolling_mean_12,rolling_std_12,month,quarter,year,IsHoliday_y,IsHoliday
2011-03-04,56,1,1,20327.61,False,27933.791666666668,14249.72498998862,9,22772.28471153846,-2638.2011547707084,193.52644323224783,9.91978453242069,963.7799999999988,19363.83,46845.87,37887.17,21665.76,31106.12,13512.710330514745,27933.791666666668,14249.724989988621,3,1,2011,False,False
2011-03-11,57,1,1,21280.4,False,25964.42,13290.594922240043,10,22758.702307692307,-1651.00774130917,172.7054336168644,9.965588730765232,952.7900000000008,20327.61,19363.83,46845.87,37887.17,26954.427499999998,13284.024909477734,25964.420000000002,13290.594922240045,3,1,2011,False,False
2011-03-18,58,1,1,20334.23,False,22998.003333333338,9395.999395460658,11,22746.52144230769,-1512.5609143860952,-899.7305279215993,9.920110128825677,-946.170000000002,21280.4,20327.61,19363.83,46845.87,20326.517499999998,782.4576075150825,22998.003333333338,9395.999395460658,3,1,2011,False,False
2011-03-25,59,1,1,20881.1,False,23144.38,9343.707697479922,12,22736.117884615385,-1375.4032701553265,-479.6146144600602,9.94664761165192,546.869999999999,20334.23,21280.4,20327.61,19363.83,20705.835,462.5967236156065,23144.38,9343.707697479922,3,1,2011,False,False
2011-04-01,60,1,1,20398.09,False,23512.200833333336,9120.429649242971,13,22716.69740384616,1805.7553836908296,-4124.362787536986,9.923245570994212,-483.0099999999984,20881.1,20334.23,21280.4,20327.61,20723.454999999998,444.37152732808426,23512.200833333336,9120.429649242971,4,2,2011,False,False
2011-04-08,61,1,1,23873.79,False,24055.041666666668,8912.432445399812,14,22674.899711538463,17875.87932599852,-16676.989037536983,10.08057836949873,3475.7000000000007,20398.09,20881.1,20334.23,21280.4,21371.802499999998,1685.7642301613712,24055.041666666668,8912.432445399812,4,2,2011,False,False
2011-04-15,62,1,1,28762.37,False,25006.783333333336,8738.437150395153,15,22612.483942307696,8893.608027921595,-2743.7219702292914,10.266857981604552,4888.579999999998,23873.79,20398.09,20881.1,20334.23,23478.837499999998,3843.216900526373,25006.783333333336,8738.437150395153,4,2,2011,False,False
2011-04-22,63,1,1,50510.31,False,27677.544166666663,11127.167860033933,16,22553.906730769235,10940.356970229288,17016.046299001475,10.829952550584103,21747.94,28762.37,23873.79,20398.09,20881.1,30886.139999999996,13525.170270361346,27677.544166666663,11127.167860033933,4,2,2011,False,False
2011-04-29,64,1,1,41512.39,False,29331.430000000004,11616.562864400286,17,22464.94259615385,6187.716825998517,12859.730577847631,10.633771304780687,-8997.919999999998,50510.31,28762.37,23873.79,20398.09,36164.715,12114.113981417146,29331.430000000004,11616.562864400286,4,2,2011,False,False
2011-05-06,65,1,1,20138.19,False,27852.34833333333,11557.96712401595,18,22451.34788461539,-2316.716924001483,3.559039386093445,9.910422946993064,-21374.2,41512.39,50510.31,28762.37,23873.79,35230.814999999995,13448.039039754696,27852.34833333333,11557.96712401595,5,2,2011,False,False
2011-05-13,66,1,1,17235.15,False,25384.78833333333,10217.442534225338,19,22497.37990384616,-5265.78894323225,3.5590393860929908,9.754764201413108,-2903.039999999997,20138.19,41512.39,50510.31,28762.37,32349.009999999995,16241.235994492528,25384.788333333334,10217.442534225338,5,2,2011,False,False
2011-05-20,67,1,1,15136.78,False,25032.534166666665,10512.49555578889,20,22484.283461538464,-7351.062500924556,3.5590393860929908,9.624948884800103,-2098.370000000001,17235.15,20138.19,41512.39,50510.31,23505.627499999995,12178.391076055905,25032.534166666665,10512.49555578889,5,2,2011,False,False
2011-05-27,68,1,1,15741.6,False,24650.36666666667,10779.065203244954,21,22499.560192307694,-6761.519231693786,3.5590393860929908,9.664125692573943,604.8199999999997,15136.78,17235.15,20138.19,41512.39,17062.929999999997,2231.804246747422,24650.36666666667,10779.065203244954,5,2,2011,False,False
2011-06-03,69,1,1,16434.15,False,24246.5125,11005.218084402368,22,22546.357211538463,-6115.766250924555,3.5590393860929908,9.707177612920072,692.5500000000011,15741.6,15136.78,17235.15,20138.19,16136.919999999996,903.8828699559696,24246.512499999997,11005.218084402368,6,2,2011,False,False
2011-06-10,70,1,1,15883.52,False,23875.62,11221.918609960683,23,22590.43605769231,-6710.4750970784025,3.5590393860929908,9.673100329061043,-550.630000000001,16434.15,15741.6,15136.78,17235.15,15799.012499999997,533.0382227303312,23875.62,11221.918609960685,6,2,2011,False,False
2011-06-17,71,1,1,14978.09,False,23383.7025,11491.265957330876,24,22616.094134615385,-7641.563174001478,3.5590393860929908,9.614410507562445,-905.4300000000004,15883.52,16434.15,15741.6,15136.78,15759.339999999997,600.4041634875439,23383.7025,11491.265957330876,6,2,2011,False,False
2011-06-24,72,1,1,15682.81,False,22990.7625,11681.680169846468,25,22536.45653846154,-6857.205577847635,3.5590393860929908,9.660384249082275,704.7199999999993,14978.09,15883.52,16434.15,15741.6,15744.642499999996,601.7013505814249,22990.762499999997,11681.680169846468,6,2,2011,False,False
2011-07-01,73,1,1,15363.5,False,22281.571666666667,11879.845972056157,26,22489.185576923075,-7129.244616309168,3.5590393860929908,9.6398149325447,-319.3099999999995,15682.81,14978.09,15883.52,16434.15,15476.979999999996,395.56276493098505,22281.571666666667,11879.845972056157,7,3,2011,False,False
2011-07-08,74,1,1,16148.87,False,21230.446666666667,11812.124206721082,27,22535.433173076926,-6390.1222124630185,3.5590393860929908,9.6896672790828,785.3700000000008,15363.5,15682.81,14978.09,15883.52,15543.317499999996,495.97326805468606,21230.446666666667,11812.124206721082,7,3,2011,False,False
2011-07-15,75,1,1,15654.85,False,18325.825,7430.428949309486,28,22536.56923076923,-6885.278270155322,3.5590393860929908,9.6585999280387,-494.0200000000005,16148.87,15363.5,15682.81,14978.09,15712.507499999996,324.76904371903663,18325.825,7430.428949309486,7,3,2011,False,False
2011-07-22,76,1,1,15766.6,False,16180.3425,1382.3468939000445,29,22541.93778846154,-6778.896827847631,3.5590393860929908,9.6657124806772,111.75,15654.85,16148.87,15363.5,15682.81,15733.454999999998,324.917251670602,16180.3425,1382.3468939000445,7,3,2011,False,False
2011-07-29,77,1,1,15922.41,False,15829.027500000002,598.5298562026871,30,22550.982115384617,-6632.13115477071,3.5590393860929908,9.67554563244159,155.8099999999995,15766.6,15654.85,16148.87,15363.5,15873.182499999997,214.05283948480886,15829.027500000002,598.5298562026871,7,3,2011,False,False
2011-08-05,78,1,1,15295.55,False,15667.394166666669,419.3644131402099,31,22567.921634615384,-6365.020145155324,-907.3514894600612,9.635382591757711,-626.8600000000006,15922.41,15766.6,15654.85,16148.87,15659.852499999997,266.5037873868042,15667.394166666667,419.3644131402099,8,3,2011,False,False
2011-08-12,79,1,1,14539.79,False,15617.645000000002,512.9922583946334,32,22577.01826923077,-7678.592597078403,-358.635672152368,9.584713082486362,-755.7599999999984,15295.55,15922.41,15766.6,15654.85,15381.087499999998,620.9530535326425,15617.645000000002,512.9922583946334,8,3,2011,False,False
2011-08-19,80,1,1,14689.24,False,15529.948333333334,575.9619752890694,33,22637.744711538464,-7518.413895155325,-430.0908163831391,9.594938606679122,149.4499999999989,14539.79,15295.55,15922.41,15766.6,15111.747499999996,631.5602418546587,15529.948333333334,575.9619752890694,8,3,2011,False,False
2011-08-26,81,1,1,14537.37,False,15371.883333333331,565.4339226621158,34,22714.42375,-7630.869424001477,-546.1843259985235,9.584546640264124,-151.86999999999898,14689.24,14539.79,15295.55,15922.41,14765.487499999996,360.4427326102132,15371.883333333333,565.4339226621158,8,3,2011,False,False
2011-09-02,82,1,1,15277.27,False,15321.362499999996,542.16921870525,35,22719.671923076923,-7032.184664386094,-410.2172586908291,9.634186836415369,739.8999999999996,14537.37,14689.24,14539.79,15295.55,14760.917499999996,351.4865688636169,15321.362499999997,542.16921870525,9,3,2011,False,False
2011-09-09,83,1,1,17746.68,True,15552.078333333331,871.727308089976,36,22716.25932692308,-4813.219904770707,-156.35942215237085,9.784010082135667,2469.41,15277.27,14537.37,14689.24,14539.79,15562.639999999998,1490.5785108920559,15552.078333333333,871.727308089976,9,3,2011,True,True
2011-09-16,84,1,1,18535.48,False,15789.800833333333,1227.1342961362818,37,22734.454711538463,-3840.646635539941,-358.3280759985223,9.827495961331524,788.7999999999993,17746.68,15277.27,14537.37,14689.24,16524.199999999997,1918.5091835936487,15789.800833333333,1227.1342961362818,9,3,2011,False,False
2011-09-23,85,1,1,17859.3,False,15997.784166666666,1353.3276827305342,38,22765.793653846154,-4775.883606693787,-130.61004715236777,9.790335651601849,-676.1800000000003,18535.48,17746.68,15277.27,14537.37,17354.682499999995,1428.078696766449,15997.784166666666,1353.3276827305342,9,3,2011,False,False
2011-09-30,86,1,1,18337.68,False,16180.185,1513.5598855648266,39,22859.84528846154,-3394.9591836168643,-1127.206104844675,9.816767769392516,478.380000000001,17859.3,18535.48,17746.68,15277.27,18119.784999999996,377.4212237008174,16180.185,1513.5598855648266,9,3,2011,False,False
2011-10-07,87,1,1,20797.58,False,16608.745833333334,2000.906291670053,40,23266.31740384616,-452.34706823225,-2016.3903356139067,9.94263999412819,2459.900000000001,18337.68,17859.3,18535.48,17746.68,18882.509999999995,1307.8890573234726,16608.745833333334,2000.906291670053,10,4,2011,False,False
2011-10-14,88,1,1,23077.55,False,17217.991666666665,2708.9403796480988,41,23647.47288461539,2330.300335613903,-2900.223220229292,10.046658893691792,2279.969999999997,20797.58,18337.68,17859.3,18535.48,20018.027499999997,2411.918473489128,17217.991666666665,2708.9403796480988,10,4,2011,False,False
2011-10-21,89,1,1,23351.8,False,17837.1075,3191.855510790865,42,23381.970192307694,1663.6306721523663,-1693.800864460061,10.058472170254788,274.25,23077.55,20797.58,18337.68,17859.3,21391.152499999997,2335.529759196279,17837.1075,3191.8555107908655,10,4,2011,False,False
2011-10-28,90,1,1,31579.9,False,19194.13666666667,4976.06864613447,43,22817.55759615385,12323.628893306211,-3561.2864894600607,10.360307786453577,8228.100000000002,23351.8,23077.55,20797.58,18337.68,24701.707499999997,4726.234633993327,19194.13666666667,4976.06864613447,10,4,2011,False,False
2011-11-04,91,1,1,39886.06,False,21306.32583333333,7539.77623438818,44,22546.831250000003,14277.96278753698,3061.265962463016,10.5938072395009,8306.159999999996,31579.9,23351.8,23077.55,20797.58,29473.827499999992,7984.186737484577,21306.325833333332,7539.7762343881805,11,4,2011,False,False
2011-11-11,92,1,1,18689.54,False,21639.684166666662,7305.407039509676,45,22527.00721153846,-3660.0949047707095,-177.37230676775062,9.835772792488088,-21196.52,39886.06,31579.9,23351.8,23077.55,28376.824999999997,9341.958157736504,21639.684166666666,7305.407039509676,11,4,2011,False,False
2011-11-18,93,1,1,19050.66,False,22015.791666666668,7017.001363810923,46,22568.450096153847,-3492.1474528476324,-25.642643306214723,9.854909515866067,361.119999999999,18689.54,39886.06,31579.9,23351.8,27301.539999999997,10310.481280302405,22015.791666666668,7017.001363810923,11,4,2011,False,False
2011-11-25,94,1,1,20911.25,True,22485.29,6706.771228041927,47,22612.709326923075,-2952.780674001477,1251.3213470784017,9.948090390650998,1860.59,19050.66,18689.54,39886.06,31579.9,24634.377499999995,10214.27908180951,22485.289999999997,6706.771228041927,11,4,2011,True,True
2011-12-02,95,1,1,25293.49,False,23114.19083333333,6574.564975363858,48,22620.91403846154,1087.5006721523691,1585.075289386094,10.138341864435407,4382.240000000002,20911.25,19050.66,18689.54,39886.06,20986.234999999997,3032.014011010903,23114.19083333333,6574.564975363858,12,4,2011,False,False
2011-12-09,96,1,1,33305.92,False,24345.060833333333,7007.789236379583,49,22634.508461538466,9585.992499075444,1085.4190393860918,10.413520462187291,8012.429999999997,25293.49,20911.25,19050.66,18689.54,24640.329999999994,6342.17408541159,24345.060833333333,7007.789236379583,12,4,2011,False,False
2011-12-16,97,1,1,45773.03,False,26671.205,9006.874236370297,50,22676.462403846155,22515.753797152367,580.8137990014766,10.73147217871196,12467.11,33305.92,25293.49,20911.25,19050.66,31320.922499999993,10916.269972932963,26671.205,9006.874236370297,12,4,2011,False,False
2011-12-23,98,1,1,46788.75,False,29042.1275,10269.87790711274,51,22710.417500000003,28524.87937407544,-4446.546874075444,10.753419440823976,1015.7200000000012,45773.03,33305.92,25293.49,20911.25,37790.29749999999,10343.693808562348,29042.127500000002,10269.877907112741,12,4,2011,False,False
2011-12-30,99,1,1,23350.88,True,29254.9025,10108.721575118938,52,22723.01288461539,-1595.9112509245574,2223.778366309169,10.058432773774602,-23437.87,46788.75,45773.03,33305.92,25293.49,37304.645,11140.902887709148,29254.9025,10108.721575118938,12,4,2011,True,True
2012-01-06,100,1,1,16567.69,False,28712.41416666667,10631.526550463412,1,22742.56884615385,-6555.389183616866,380.5103374630162,9.715270048755787,-6783.190000000002,23350.88,46788.75,45773.03,33305.92,33120.087499999994,15452.600284129887,28712.41416666667,10631.526550463412,1,1,2012,False,False
2012-01-13,101,1,1,16894.4,False,28174.2975,11081.423295364948,2,22767.43259615385,-5702.140481693787,-170.89211446006084,9.734796674511808,326.7100000000028,16567.69,23350.88,46788.75,45773.03,25900.429999999993,14271.541961696574,28174.297499999997,11081.423295364948,1,1,2012,False,False
2012-01-20,102,1,1,18365.1,False,27073.064166666667,11365.206128252272,3,22781.786346153847,-4977.84274130917,561.1563951553217,9.818261853002378,1470.699999999997,16894.4,16567.69,23350.88,46788.75,18794.517499999994,3136.5610599972515,27073.064166666667,11365.206128252272,1,1,2012,False,False
