Date,Store,Dept,Weekly_Sales,IsHoliday,rolling_12w,rolling_std_12w,week_of_year,trend,seasonal,residual
2012-05-25,1,1,16963.55,False,24246.7175,11867.770967418162,21,,-6761.519231693786,
2012-06-01,1,1,16065.49,False,23823.83583333333,12077.097570328177,22,,-6115.766250924555,
2012-06-08,1,1,17666.0,False,23432.09583333333,12204.223717722016,23,,-6710.4750970784025,
2012-06-15,1,1,17558.82,False,23053.022500000003,12319.204621834186,24,,-7641.563174001478,
2012-06-22,1,1,16633.41,False,22026.40166666667,12296.144132352187,25,,-6857.205577847635,
2012-06-29,1,1,15722.82,False,18537.29333333333,5151.125768225738,26,,-7129.244616309168,
2012-07-06,1,1,17823.37,False,17132.22333333333,851.2649255224243,27,,-6390.1222124630185,
2012-07-13,1,1,16566.18,False,17098.055833333332,866.19446405195,28,,-6885.278270155322,
2012-07-20,1,1,16348.06,False,17098.094166666666,866.1582429271274,29,,-6778.896827847631,
2012-07-27,1,1,15731.18,False,16980.0725,951.1429049416892,30,,-6632.13115477071,
2012-08-03,1,1,16628.31,False,16852.08166666667,877.8279061499558,31,,-6365.020145155324,
2012-08-10,1,1,16119.92,False,16652.259166666667,723.5473369760728,32,,-7678.592597078403,
2012-08-17,1,1,17330.7,False,16682.855,745.3415909077073,33,,-7518.413895155325,
2012-08-24,1,1,16286.4,False,16701.264166666664,731.3030222142597,34,,-7630.8694240014775,
2012-08-31,1,1,16680.24,False,16619.1175,665.4865002817779,35,,-7032.184664386094,
2012-09-07,1,1,18322.37,True,16682.74666666667,788.6143972282141,36,,-4813.219904770707,
2012-09-14,1,1,19616.22,False,16931.314166666667,1156.1079459154287,37,,-3840.646635539941,
2012-09-21,1,1,19251.5,False,17225.370833333334,1264.4658836656029,38,,-4775.883606693787,
2012-09-28,1,1,18947.81,False,17319.07416666667,1351.4787720357735,39,,-3394.9591836168643,
2012-10-05,1,1,21904.47,False,17763.931666666667,1862.9319648527487,40,,-452.34706823224997,
2012-10-12,1,1,22764.01,False,18298.594166666666,2291.1171046317145,41,,2330.300335613903,
2012-10-19,1,1,24185.27,False,19003.101666666666,2694.215360754337,42,,1663.6306721523665,
2012-10-26,1,1,27390.81,False,19899.976666666666,3502.053409966923,43,,12323.628893306213,
